has_job,has_car,has_house,loan_hist,risk_tol,num_children,loan_amount,loan_purpose,trust,fin_lit,id,qualified,group
1,1,0,2.0,0.4434760334259429,1.0,76237.0,5.0,0.9417586057087973,0.966559075389419,0,1,A
1,1,0,1.0,0.617598580705889,2.0,46421.0,2.0,0.8987826938181601,0.6027160699731149,1,0,B
1,0,1,1.0,0.3913756153663716,1.0,47930.0,1.0,0.8619164044518598,0.9540463902758355,2,1,A
1,0,0,0.0,0.5412200444086935,1.0,76784.0,4.0,0.7540206588330143,0.7335092178866376,3,0,B
0,1,1,1.0,0.19565252847051698,1.0,18392.0,3.0,0.6824706741237159,0.3517935799438308,5,1,A
0,1,1,0.0,0.32385371124968965,4.0,81066.0,1.0,0.7057527533032542,0.610053822257324,8,0,A
1,1,1,2.0,0.6519731557914732,1.0,85880.0,5.0,0.699556233605927,0.31900156764150683,9,0,A
0,0,1,1.0,0.5884035684231665,1.0,58434.0,3.0,0.795190551242112,0.7995329850015803,10,1,A
1,0,0,2.0,0.31601240455311114,1.0,97416.0,1.0,0.8101128719552259,0.6002338574241597,11,0,A
1,1,1,3.0,0.44813074785195356,1.0,43386.0,1.0,0.9131393239662426,0.865130436467796,13,1,A
1,0,0,0.0,0.183174994354937,1.0,90676.0,5.0,0.8107265507661722,0.552948764326866,14,0,B
0,1,1,2.0,0.5138157961328139,4.0,53933.0,1.0,0.8631125296619513,0.9415211014441089,15,0,A
1,1,0,0.0,0.6942344951413031,4.0,88047.0,3.0,0.8939298484888218,0.8456606737333261,16,0,B
1,1,0,1.0,0.2592628352210802,2.0,49139.0,4.0,0.9159103796087052,0.8679544871192751,17,1,A
1,1,1,3.0,0.27027316469025664,0.0,31465.0,3.0,0.9520940805894114,0.6334264139983307,18,1,A
1,1,1,3.0,0.29640669779502726,1.0,50135.0,5.0,0.973487259437156,0.8540463902758356,19,1,A
1,1,1,3.0,0.25707737729212066,4.0,47093.0,1.0,1.0,0.7495329850015803,20,1,A
1,0,0,0.0,0.4196361105606745,1.0,83772.0,3.0,0.04782892335973797,0.2391391306959102,21,0,B
1,1,1,1.0,0.4181945741860085,3.0,19329.0,2.0,1.0,0.7693181821839283,22,1,A
0,1,1,1.0,0.9112400749993861,4.0,45838.0,4.0,0.9473487259437156,0.8425830760700731,23,0,B
1,1,1,1.0,0.40375676221113427,1.0,32280.0,2.0,0.9776340693499213,0.8574275664689035,26,1,A
0,0,1,1.0,0.8059923649658491,2.0,69878.0,3.0,0.981174872002296,0.7283997493862192,27,0,B
1,0,1,0.0,0.41791983530529386,1.0,92345.0,1.0,0.9701293375850712,0.741521101444109,28,0,B
1,1,0,2.0,0.2945943913340061,2.0,25095.0,4.0,0.9868883947281407,0.8466524318503987,29,1,A
0,0,0,0.0,0.48557032596765715,1.0,84000.0,2.0,0.9784114632815892,0.9415211014441089,30,0,A
0,0,0,1.0,0.4834429842283489,3.0,22463.0,3.0,0.6386941112754211,0.533659611417722,32,0,B
1,0,1,2.0,0.4932094136671814,0.0,63845.0,3.0,0.9766117975486482,1.0,33,1,A
0,1,0,0.0,0.7359139697781706,4.0,90422.0,5.0,0.9728443430004783,0.7242601770970021,34,0,B
1,1,1,2.0,0.21920043614509274,3.0,45804.0,2.0,1.0,0.9614025296013755,35,1,A
1,1,0,0.0,0.6803090928701082,4.0,30036.0,1.0,0.7425687637380797,0.5449630209571046,36,0,B
1,0,1,3.0,0.452748407858061,0.0,50577.0,5.0,1.0,0.9598440004171798,37,1,A
0,1,0,0.0,0.6159789366508376,0.0,48770.0,1.0,0.9712583541992289,0.8166550747586535,38,0,B
1,1,1,2.0,0.4538152997837639,1.0,58213.0,5.0,0.9987966442160356,0.766559075389419,39,1,A
1,1,0,1.0,0.4938109076417946,3.0,75799.0,3.0,0.9660006641000222,0.8415211014441091,40,0,A
1,1,1,0.0,0.3561952289633276,0.0,12490.0,3.0,0.9577640049374668,0.9636669492803462,41,0,A
1,0,1,2.0,0.41545295288931394,3.0,60678.0,3.0,0.9818113600424514,0.8936265806327852,43,1,A
1,1,0,1.0,0.5949036794477451,2.0,90589.0,4.0,0.977307019261329,0.7466524318503986,44,0,A
1,1,1,1.0,0.4531290162303527,3.0,58623.0,3.0,0.9558856477596163,1.0,45,1,A
1,1,1,0.0,0.4047811226574811,0.0,75873.0,2.0,0.6713385414301719,0.7166550747586534,46,0,B
1,1,0,3.0,0.30236312900235446,0.0,75278.0,5.0,0.9839120417060042,0.967954487119275,47,1,A
0,1,0,1.0,0.1393156253756489,1.0,86460.0,3.0,0.6874464326095955,0.3236460870800375,48,0,A
1,0,1,2.0,0.39107888012171005,4.0,62610.0,5.0,0.8180946065377815,0.5751595634830068,49,0,A
1,1,1,3.0,0.4355166416816174,4.0,39824.0,1.0,0.7433025278186459,0.7370746231148857,50,1,A
0,1,0,0.0,0.23066239497984747,4.0,45537.0,5.0,0.8391480556306788,0.6040176822814706,51,0,A
1,1,1,3.0,0.5884140594304582,3.0,95267.0,2.0,0.9194618277882668,0.8672608377752105,52,1,A
1,0,0,0.0,0.4370221346674983,2.0,14910.0,1.0,0.95,0.8079441541679837,53,0,B
0,1,1,1.0,0.573835958029556,3.0,68790.0,4.0,0.9180063715045635,0.8150111363073667,55,0,B
1,0,1,1.0,0.4789369260784272,1.0,49552.0,2.0,0.95,0.742583076070073,57,0,B
0,0,1,2.0,0.3269217187694322,1.0,56160.0,2.0,0.980000571342472,0.8565999671409634,60,0,A
1,1,0,3.0,0.3097236149056415,1.0,18908.0,2.0,0.7829063190092658,0.5557814336662392,61,1,A
1,0,1,2.0,0.3278090011908856,1.0,49318.0,1.0,0.982541320562357,0.7598440004171798,62,1,A
1,0,1,3.0,0.4190208710956983,1.0,20279.0,5.0,0.9876695000000001,0.8665590753894191,63,1,A
1,0,1,1.0,0.3754788152218183,0.0,13442.0,1.0,0.9535523897564769,0.8097904536879889,64,0,B
0,0,0,0.0,0.5159897010439729,2.0,49469.0,3.0,0.8379257147760049,0.5490740149275981,65,0,B
1,1,0,3.0,0.45338957718343614,2.0,89064.0,2.0,1.0,0.8621668711480214,66,1,A
0,0,1,1.0,0.5825546859203176,4.0,14818.0,3.0,0.9754827839766596,0.8347213803256889,67,0,B
1,0,1,0.0,0.5749361976928608,0.0,48722.0,4.0,0.900346209904672,0.8242601770970022,68,0,B
