has_job,has_car,has_house,loan_hist,risk_tol,num_children,loan_amount,loan_purpose,trust,fin_lit,id,qualified,group
1,1,0,2.0,0.4434760334259429,1.0,76237.0,5.0,0.9125131097344839,0.966559075389419,0,1,A
1,1,1,2.0,0.40879929035294454,2.0,30379.0,2.0,0.9216385272711576,0.8359095379634596,1,1,A
1,0,1,1.0,0.3913756153663716,1.0,47930.0,1.0,0.9183974696117763,0.9540463902758355,2,1,A
0,1,1,0.0,0.3706100222043468,2.0,62581.0,3.0,0.8600655865225488,0.597256380936549,3,0,A
1,1,1,1.0,0.4379446540828472,4.0,71348.0,5.0,0.8746192846783547,0.5221009130512129,4,0,B
1,0,1,3.0,0.34387860684571164,1.0,44741.0,5.0,0.9090622892566522,0.8446522466343432,5,1,A
1,0,0,1.0,0.3661565948280976,1.0,84847.0,5.0,0.8780965991595646,0.547969006955435,6,0,A
1,1,1,3.0,0.3393648600384787,4.0,84085.0,5.0,0.9371630727081055,0.869988580219816,7,1,A
0,0,1,0.0,0.5884035684231665,1.0,58434.0,3.0,0.8998613697800786,0.7495329850015803,8,0,A
1,1,1,2.0,0.31601240455311114,2.0,50001.0,2.0,0.898956096518258,0.6125179988761438,9,1,A
1,0,0,0.0,0.183174994354937,1.0,90676.0,5.0,0.7365521976882553,0.5432743359521881,10,0,B
1,1,1,1.0,0.5138157961328139,1.0,13201.0,1.0,0.9184703313646441,0.6147118041034637,11,1,A
1,1,1,1.0,0.42796941698411833,4.0,12560.0,5.0,0.9630798115857937,0.8665590753894191,12,1,A
1,1,1,0.0,0.5005843164888507,4.0,80008.0,1.0,0.9521213163490486,0.8598440004171799,13,0,A
1,1,0,0.0,0.4424788386123807,2.0,79827.0,4.0,0.95,0.9549097145229615,15,0,A
1,0,0,1.0,0.2352049445959069,4.0,45179.0,3.0,0.958023405232895,0.7270513780350957,16,0,B
1,1,1,3.0,0.5151938847283432,3.0,19329.0,2.0,1.0,0.7504632361937382,19,1,A
1,0,1,0.0,0.4051062848893386,4.0,95394.0,4.0,0.9522495741159143,0.9370746231148857,20,0,A
0,1,0,0.0,0.3784307748502661,0.0,82384.0,4.0,0.9479753832956778,0.943626580632785,22,0,A
1,1,0,0.0,0.4329335805881853,1.0,63736.0,2.0,0.9527772519949558,0.8115816314769697,23,0,B
