has_job,has_car,has_house,loan_hist,risk_tol,num_children,loan_amount,loan_purpose,trust,fin_lit,id,qualified,group
1,1,0,2.0,0.4434760334259429,1.0,76237.0,5.0,0.9417586057087973,0.966559075389419,0,1,A
1,1,0,1.0,0.617598580705889,2.0,46421.0,2.0,0.8987826938181601,0.6027160699731149,1,0,B
1,0,1,1.0,0.3913756153663716,1.0,47930.0,1.0,0.8619164044518598,0.9540463902758355,2,1,A
1,0,0,0.0,0.5412200444086935,1.0,76784.0,4.0,0.9393074678687179,0.7335092178866376,3,0,B
0,1,1,1.0,0.19565252847051698,1.0,18392.0,3.0,0.693403488853421,0.3517935799438308,5,1,A
0,1,1,0.0,0.32385371124968965,4.0,81066.0,1.0,0.7932677572239898,0.610053822257324,8,0,A
0,1,1,0.0,1.0,4.0,42271.0,5.0,0.8538434764212178,0.8436265806327852,9,0,B
1,0,0,1.0,0.9204849049565494,0.0,93136.0,4.0,0.9003630236875735,0.8166550747586535,10,0,B
1,1,1,1.0,0.2915938943059431,2.0,37535.0,2.0,0.8930972961624629,0.7382175148131274,11,1,A
1,1,1,2.0,0.2913744440481595,1.0,39219.0,1.0,0.9063168114296482,0.6199802026564063,12,1,A
1,0,1,0.0,0.9003740602397028,2.0,47606.0,2.0,0.903427560682935,0.8335092178866377,13,0,B
1,1,1,2.0,0.2584664230077932,3.0,74799.0,4.0,0.9221432840251161,0.8404399911139484,14,0,A
1,1,1,1.0,0.32713190809538256,3.0,63424.0,3.0,0.773030664241413,0.6259584860846026,15,1,A
1,0,0,3.0,0.4926976065112795,2.0,67125.0,4.0,0.741304541857983,0.960628325311221,16,1,A
1,1,0,0.0,0.46136764011015025,0.0,91439.0,2.0,0.8197172620083113,0.5402239554827162,17,0,B
0,1,0,1.0,0.3118221443202364,0.0,76317.0,3.0,0.675938758749529,0.2693827450900467,18,0,B
1,0,0,0.0,0.7180506021598141,1.0,50135.0,5.0,0.7134635422134439,0.8359095379634596,20,0,B
1,1,1,2.0,0.4390668185236196,2.0,69510.0,1.0,0.8689329661662454,0.5678206609425416,21,1,A
1,1,1,1.0,0.3651491036624301,3.0,77449.0,1.0,0.9358907085752302,0.8672608377752105,22,1,A
1,1,1,0.0,0.7624214887586707,1.0,24871.0,4.0,0.9684889345000001,0.8322720606544736,23,0,B
1,1,0,1.0,0.37720510534016627,1.0,74923.0,1.0,0.9312124766857626,0.8079441541679837,24,0,B
1,1,1,3.0,0.49687609419065204,1.0,32280.0,2.0,0.99684889345,0.8513792845215856,25,1,A
1,1,0,0.0,0.2607041203880275,0.0,89482.0,4.0,0.94684889345,0.7370746231148857,26,0,A
0,1,1,1.0,0.23165645853415506,4.0,64935.0,5.0,0.95,0.8665590753894191,28,0,A
0,1,1,0.0,0.5883677543624123,2.0,89730.0,2.0,0.48756592000404564,0.2722707137156775,31,0,B
0,0,0,1.0,0.4834429842283489,3.0,22463.0,3.0,0.6386941112754211,0.533659611417722,32,0,B
1,1,0,0.0,0.7864188273343629,2.0,85248.0,2.0,0.5683502687040102,0.7242601770970021,33,0,B
1,1,1,2.0,0.3941275791345214,3.0,33028.0,2.0,0.9762757129004835,0.7495329850015803,34,1,A
1,1,0,0.0,0.41098696574297844,1.0,67104.0,5.0,0.9713518583895655,0.8582439055922503,35,0,A
1,1,1,2.0,0.3673239074666728,2.0,20057.0,1.0,1.0,0.7651304364677959,36,1,A
1,1,0,1.0,0.3520718186273664,2.0,50662.0,4.0,1.0,0.7693181821839283,38,1,A
1,1,0,2.0,0.37256657158040285,1.0,68222.0,5.0,1.0,0.8621668711480214,39,1,A
1,1,1,1.0,0.4120597230438158,0.0,16258.0,2.0,1.0,0.8693181821839284,42,1,A
1,0,0,0.0,0.45465493604262786,0.0,56176.0,5.0,0.979199602336385,0.7404399911139483,43,0,B
1,0,1,1.0,0.40134658962991265,2.0,16265.0,3.0,1.0,0.8165590753894191,44,1,A
1,1,1,1.0,0.334885707403164,3.0,58623.0,3.0,0.9872092923972536,1.0,45,1,A
1,0,0,0.0,0.4424561881951241,2.0,30644.0,2.0,0.9769899484710943,0.7097904536879888,46,0,B
1,1,0,1.0,0.37440701712155666,2.0,35729.0,5.0,0.9828599589500001,0.7574275664689034,47,1,A
1,0,0,1.0,0.6630425908584292,3.0,64476.0,4.0,0.95,0.7182551695835832,48,0,B
1,1,1,0.0,0.4155584617274519,2.0,85718.0,3.0,0.6733206533758316,0.5760454828249281,49,0,A
1,1,0,1.0,0.4608771638826993,2.0,57943.0,4.0,0.9891979808760153,0.9636669492803462,50,1,A
1,0,0,2.0,0.3130004073984065,4.0,85711.0,2.0,0.965426036945,0.7370746231148857,51,0,A
1,1,0,1.0,0.3280784282853333,0.0,99285.0,2.0,0.31065151150736553,0.2964506230357928,52,1,B
1,0,0,1.0,0.7647562160977806,0.0,54185.0,3.0,1.0,0.7893390427938565,53,1,B
0,0,0,1.0,0.4942644822017571,1.0,72676.0,2.0,0.95,0.7382175148131274,54,0,B
1,1,0,2.0,0.35361146520120057,3.0,20518.0,5.0,1.0,0.8582439055922503,55,1,A
1,1,0,0.0,0.15776033930178035,4.0,79467.0,2.0,0.95,0.8549097145229616,58,0,A
1,1,0,1.0,0.6312503172840747,4.0,95029.0,3.0,0.6999538161907808,0.5416412196158877,60,0,B
0,1,0,1.0,0.4067340854782302,1.0,35715.0,3.0,0.9684889345000001,0.8335092178866377,61,0,B
1,0,0,0.0,0.6872552362884624,2.0,45038.0,4.0,0.7862747123227091,0.5624640451737823,62,0,B
1,1,0,0.0,0.8284455228835153,0.0,32463.0,1.0,0.95,0.8256720069416138,63,0,B
1,0,1,3.0,0.5905213993186392,0.0,75639.0,3.0,1.0,0.9165590753894192,64,1,A
1,1,1,1.0,0.6301553038757299,0.0,10680.0,3.0,0.99684889345,0.8090492868121786,65,1,A
1,1,1,2.0,0.2987786712407077,0.0,57333.0,3.0,1.0,0.8904399911139484,66,1,A
1,1,1,3.0,0.45473737791257623,1.0,99353.0,5.0,1.0,0.967954487119275,67,1,A
1,1,1,3.0,0.5789859081507375,3.0,81256.0,1.0,1.0,0.9686402088686924,68,1,A
1,1,1,0.0,0.4133217697932512,3.0,92543.0,2.0,0.95,0.8322720606544736,69,0,B
1,1,1,3.0,0.47962985546281345,2.0,88246.0,4.0,1.0,0.7629215980804329,70,1,A
