has_job,has_car,has_house,loan_hist,risk_tol,num_children,loan_amount,loan_purpose,trust,fin_lit,id,qualified,group
1,1,0,2.0,0.4434760334259429,1.0,76237.0,5.0,0.9417586057087973,0.966559075389419,0,1,A
1,1,0,1.0,0.617598580705889,2.0,46421.0,2.0,0.8987826938181601,0.6027160699731149,1,0,B
1,0,1,1.0,0.3913756153663716,1.0,47930.0,1.0,0.8619164044518598,0.9540463902758355,2,1,A
1,0,0,0.0,0.5412200444086935,1.0,76784.0,4.0,0.7540206588330143,0.7335092178866376,3,0,B
0,1,1,1.0,0.19565252847051698,1.0,18392.0,3.0,0.6824706741237159,0.3517935799438308,5,1,A
0,1,1,0.0,0.32385371124968965,4.0,81066.0,1.0,0.7057527533032542,0.610053822257324,8,0,A
1,1,1,2.0,0.6519731557914732,1.0,85880.0,5.0,0.699556233605927,0.31900156764150683,9,0,A
0,0,1,1.0,0.5884035684231665,1.0,58434.0,3.0,0.795190551242112,0.7995329850015803,10,1,A
1,0,0,2.0,0.31601240455311114,1.0,97416.0,1.0,0.7998631528836898,0.6002338574241597,11,0,A
1,1,1,3.0,0.44813074785195356,1.0,43386.0,1.0,0.8889820092954905,0.865130436467796,13,1,A
1,0,0,0.0,0.183174994354937,1.0,90676.0,5.0,0.7992937264320903,0.552948764326866,14,0,B
0,1,1,2.0,0.5138157961328139,4.0,53933.0,1.0,0.8543290004898322,0.9415211014441089,15,0,A
1,1,0,0.0,0.6942344951413031,4.0,88047.0,3.0,0.8867790009539133,0.8456606737333261,16,0,B
0,1,0,0.0,0.2592628352210802,2.0,49139.0,4.0,0.8543833666628441,0.8679544871192751,17,0,A
1,1,0,0.0,0.6207813527407305,2.0,24168.0,5.0,0.7802983230338989,0.57040069134387,18,0,B
1,1,0,0.0,0.4822041542408995,4.0,35042.0,1.0,0.95,0.7228143240022584,19,0,B
1,0,0,1.0,0.5535899731139973,2.0,40217.0,1.0,0.891365394402127,0.7393390427938564,20,0,B
1,1,0,2.0,0.34719384649164486,4.0,14809.0,4.0,1.0,0.8565999671409634,22,1,A
0,1,0,0.0,0.3137265772569835,1.0,50730.0,5.0,0.9579650809329051,0.943626580632785,23,0,A
1,1,0,1.0,0.37720510534016627,1.0,74923.0,1.0,0.9698402472660287,0.8079441541679837,24,0,B
0,1,0,1.0,0.49687609419065204,2.0,92155.0,4.0,0.95,0.9415211014441089,25,0,A
1,1,1,1.0,0.545129634214403,2.0,11061.0,5.0,0.9911149245947621,0.767954487119275,26,1,A
0,0,1,1.0,0.25727006931480373,4.0,64935.0,5.0,0.8459475197974136,0.5920620871054666,28,0,A
1,1,0,1.0,0.4427891214711659,3.0,46160.0,2.0,1.0,0.7582439055922502,29,1,A
1,1,1,1.0,0.5242767114903253,1.0,24408.0,1.0,1.0,0.7693181821839283,30,1,A
1,1,0,1.0,0.3902406631701654,4.0,89354.0,4.0,0.8656956399339717,0.7590492868121785,31,0,A
1,1,1,1.0,0.43755320112385754,2.0,27054.0,5.0,0.405420717321639,0.29393673978749774,32,1,A
1,1,0,3.0,0.42491519221935214,0.0,55242.0,4.0,0.9441165486205657,0.6236242900775432,33,1,A
1,1,0,0.0,0.5256345682959698,4.0,76840.0,2.0,0.720930725931979,0.7565999671409633,34,0,A
1,1,0,2.0,0.4653916741505825,3.0,99277.0,5.0,0.9375730913776951,0.9644031548358551,35,0,A
1,0,0,1.0,0.16521545045141728,0.0,68947.0,5.0,0.95,0.8347213803256889,36,0,B
1,1,0,0.0,0.3598019763196493,2.0,20682.0,5.0,0.9356610815622654,0.7256720069416137,37,0,B
0,1,1,1.0,0.32298804979176,3.0,20696.0,3.0,1.0,0.9074275664689035,38,1,A
1,1,1,1.0,0.7172352727641479,0.0,47762.0,2.0,0.7113017316705131,0.5482042182689327,39,0,B
1,1,0,0.0,0.4176584646099114,0.0,86271.0,3.0,0.95,0.7393390427938564,40,0,B
1,0,1,3.0,0.5345124758099988,3.0,43202.0,1.0,1.0,0.8549097145229616,41,1,A
0,1,0,1.0,0.7876147007782872,1.0,57381.0,5.0,0.95,0.7097904536879888,42,0,B
1,1,0,1.0,0.3994599868999523,4.0,45972.0,2.0,1.0,0.7574275664689034,44,1,A
1,0,0,0.0,0.8839717974288639,3.0,92203.0,5.0,0.95,0.8198136987677789,45,0,B
1,1,1,3.0,0.33484011136916636,3.0,77466.0,4.0,1.0,0.9466524318503986,46,1,A
1,1,0,1.0,0.5567109980887469,4.0,24404.0,2.0,0.8403633665062884,0.5961582967640651,47,1,A
0,1,0,0.0,0.4374145329864553,4.0,45601.0,2.0,0.7434359082564752,0.5903123296404005,48,0,A
0,0,0,0.0,1.0,2.0,14910.0,1.0,0.9592749999999999,0.8079441541679837,50,0,B
1,1,1,3.0,0.300758130022034,1.0,33002.0,5.0,0.9938261680250002,0.9565999671409633,51,1,A
0,1,0,0.0,0.46524458943072444,3.0,21919.0,5.0,0.95,0.8150111363073667,52,0,B
0,1,1,1.0,0.31224582814918433,3.0,68790.0,4.0,0.9587263747629027,0.8150111363073667,53,0,B
0,1,0,0.0,0.8448718709091053,3.0,88352.0,1.0,0.7478204558707798,0.5740675170869227,54,0,B
1,1,1,1.0,0.4550884101287342,4.0,79467.0,2.0,0.95,0.8393390427938565,55,0,A
0,0,0,0.0,0.6308608418715657,0.0,72773.0,2.0,0.9432995666131379,0.7436265806327851,56,0,B
0,0,0,0.0,0.9183373520670808,4.0,47576.0,1.0,0.9769899484710943,0.8060392322691089,58,0,B
1,1,0,0.0,0.6335788950862906,0.0,32463.0,1.0,0.95,0.8256720069416138,59,0,B
0,1,1,2.0,0.46322807792013265,4.0,96595.0,4.0,0.6906195686255053,0.5812351573998302,61,0,A
1,1,1,1.0,0.2563081926050734,3.0,11617.0,3.0,0.9891979808760153,0.991521101444109,62,1,A
1,1,1,1.0,0.29978589999201344,2.0,42990.0,2.0,1.0,0.8606283253112211,63,1,A
1,1,0,1.0,0.5164111764831452,1.0,78303.0,4.0,0.7803513464914396,0.5276255696380305,64,0,B
1,1,0,2.0,0.29822968508420356,2.0,56135.0,4.0,1.0,0.9658490079305988,66,1,A
1,1,1,1.0,0.3143893404305993,3.0,93296.0,5.0,1.0,0.8679544871192751,67,1,A
1,1,1,1.0,0.3291284195629285,4.0,58085.0,5.0,0.9961561554110921,0.9644031548358551,68,1,A
