has_job,has_car,has_house,loan_hist,risk_tol,num_children,loan_amount,loan_purpose,fin_lit,id,qualified,group
1,1,0,2.0,0.4434760334259429,1.0,76237.0,5.0,0.966559075389419,0,1,A
1,1,1,2.0,0.40879929035294454,2.0,30379.0,2.0,0.8359095379634596,1,1,A
1,1,1,3.0,0.5356056837947525,4.0,38785.0,3.0,0.812921598080433,3,1,A
1,0,1,0.0,0.5859478452598804,4.0,80644.0,3.0,0.8297184837893458,4,0,B
1,1,1,2.0,0.47493026192896753,2.0,24621.0,3.0,0.9859095379634595,5,1,A
1,0,1,1.0,0.47245944011305396,2.0,41385.0,1.0,0.8359095379634596,6,1,A
1,1,1,0.0,0.7227800987073469,0.0,19305.0,1.0,0.5586137242425158,7,0,B
1,1,1,2.0,0.3754946762311425,0.0,42591.0,2.0,0.2993398477778347,8,1,A
1,1,0,1.0,0.22210231484686124,4.0,96752.0,4.0,0.7522815571634579,9,0,A
1,1,0,3.0,0.4400789601731095,4.0,84085.0,5.0,0.967954487119275,10,1,A
1,1,1,3.0,0.41022121254468114,4.0,11025.0,5.0,0.966559075389419,11,1,A
1,1,0,3.0,0.3647224573635518,0.0,19862.0,2.0,0.852281557163458,12,1,A
1,1,1,2.0,0.5028974381735458,4.0,80575.0,2.0,0.5758637135258224,14,1,A
1,0,1,3.0,0.42946485068934587,2.0,70946.0,4.0,0.9495329850015802,15,1,A
0,1,0,1.0,0.5912996294289568,2.0,78327.0,4.0,0.8283997493862193,16,0,B
1,1,0,0.0,0.750482496731211,3.0,38760.0,3.0,0.8213327672468362,17,0,B
1,1,1,2.0,0.4573323866556687,4.0,16826.0,3.0,0.9090492868121787,18,1,A
1,1,1,2.0,0.3029322660866603,1.0,19961.0,5.0,0.8549097145229616,19,1,A
1,0,1,2.0,0.46138010050981343,2.0,42177.0,1.0,0.8665590753894191,20,1,A
1,1,1,3.0,0.2808970003060523,1.0,50135.0,5.0,0.8540463902758356,21,1,A
1,1,0,0.0,0.5659124277275797,1.0,10350.0,4.0,0.5384939605357247,23,0,B
0,1,0,2.0,0.46728714206779864,0.0,98117.0,3.0,0.5681462844793963,24,0,A
1,0,0,3.0,0.5020169086727171,1.0,24871.0,4.0,0.7513792845215855,26,1,A
1,1,1,2.0,0.36249265284358245,2.0,87014.0,3.0,0.7359095379634595,30,0,A
1,1,0,0.0,0.38869348404117976,4.0,56179.0,2.0,0.7693181821839283,31,0,A
1,1,0,2.0,0.43733101463429236,3.0,48684.0,3.0,1.0,32,1,A
1,1,0,1.0,0.3325702232902566,0.0,91205.0,5.0,0.6210014283866752,33,0,A
1,1,1,1.0,0.3743478193778357,3.0,40947.0,3.0,0.8144031548358552,34,1,A
1,1,1,1.0,0.42804282522536186,4.0,49535.0,4.0,0.942583076070073,36,1,A
1,1,0,2.0,0.38998661223105924,3.0,39949.0,4.0,0.5538495655364467,37,1,A
1,0,0,1.0,0.4496542586213487,4.0,76507.0,2.0,0.3090432202867931,38,0,B
0,1,1,1.0,0.49017443010939926,0.0,33777.0,2.0,0.7382175148131274,39,0,B
1,1,1,3.0,0.43478862695114834,3.0,85156.0,4.0,0.7629215980804329,41,1,A
1,1,1,1.0,0.4462891950395835,0.0,58331.0,3.0,0.9049097145229617,43,1,A
1,1,0,1.0,0.33387168959932956,1.0,55851.0,3.0,1.0,44,1,A
1,0,1,1.0,0.5144899048058572,2.0,23256.0,5.0,0.5952608968743509,45,1,A
1,0,1,1.0,0.3209874459712372,3.0,75916.0,5.0,0.9485880835834919,46,0,A
1,1,1,2.0,0.419400337485365,0.0,59140.0,2.0,0.6028475613852441,47,1,A
1,1,1,3.0,0.32591719457975726,1.0,48177.0,4.0,0.3236460870800375,48,1,A
1,1,1,3.0,0.39282061720659134,1.0,27675.0,1.0,0.8476280631027056,49,1,A
1,1,1,3.0,0.6411798902086834,0.0,97973.0,4.0,0.7574275664689034,50,1,A
0,1,1,1.0,0.5253523691702988,2.0,71263.0,5.0,0.6098168284356925,52,0,A
0,1,0,1.0,0.4208918983777879,2.0,31581.0,2.0,0.9393390427938564,53,1,A
1,1,0,1.0,0.5634409939238412,4.0,47967.0,3.0,0.5727341384039665,54,0,B
1,1,1,3.0,0.38323874696273724,3.0,42541.0,2.0,0.8393390427938565,55,1,A
1,1,1,0.0,0.3463946091880789,3.0,76093.0,4.0,0.9393390427938564,56,0,A
1,1,0,1.0,0.7254897314549075,4.0,49294.0,4.0,0.742583076070073,57,0,B
0,0,0,1.0,0.30431131065639044,2.0,83464.0,3.0,0.7495329850015803,59,0,A
1,1,0,2.0,0.39062426182492394,1.0,10679.0,5.0,0.8393390427938565,60,1,A
1,1,1,1.0,0.35492873965534777,2.0,47298.0,4.0,0.9549097145229615,61,1,A
0,0,0,0.0,0.6206436931920456,1.0,69634.0,5.0,0.7359095379634595,62,0,B
1,0,0,0.0,0.7050887344897003,3.0,27294.0,5.0,0.8297184837893458,63,0,B
1,0,0,0.0,0.47919943303610724,4.0,27431.0,3.0,0.8456606737333261,64,0,B
1,1,0,0.0,0.2657103081372564,0.0,87849.0,1.0,0.573343850415869,65,0,A
1,1,0,3.0,0.34646831211233364,4.0,38444.0,4.0,0.9404399911139483,67,1,A
0,0,0,0.0,0.5570646171289219,4.0,94123.0,1.0,0.5209852885588895,68,0,B
1,1,1,3.0,0.28624538945257394,3.0,33496.0,1.0,0.9540463902758355,69,1,A
1,1,1,1.0,0.5770393955378806,1.0,37710.0,5.0,0.9614025296013755,70,1,A
1,1,0,0.0,0.2623017998250188,0.0,67290.0,2.0,0.741521101444109,71,0,A
1,1,1,2.0,0.3494866610571372,1.0,21442.0,2.0,0.741521101444109,72,1,A
1,1,1,1.0,0.4611246242825333,1.0,49932.0,1.0,0.8644031548358553,73,1,A
1,0,1,2.0,0.39332920598651916,3.0,37114.0,5.0,0.745660673733326,75,1,A
0,1,1,1.0,0.5356847720331606,1.0,68926.0,5.0,0.8476280631027056,76,0,A
1,1,1,2.0,0.425170268031555,0.0,98094.0,2.0,0.9476280631027054,77,0,A
1,1,1,0.0,0.5026508955245109,4.0,95599.0,4.0,0.5610084354724618,78,0,A
1,0,0,1.0,0.12733608213962389,0.0,68947.0,3.0,0.536708659410113,79,0,B
1,0,0,2.0,0.285789007457581,0.0,89995.0,2.0,0.945660673733326,83,0,A
1,1,1,3.0,0.47070481504562073,1.0,21300.0,4.0,0.8404399911139484,86,1,A
1,1,0,1.0,0.5573976552468417,4.0,57202.0,1.0,0.8335092178866377,87,0,B
0,0,0,1.0,0.6048559736977427,2.0,45554.0,1.0,0.5965057116278216,88,0,B
1,1,1,1.0,0.6224821892916587,1.0,10835.0,4.0,0.9644031548358551,89,1,A
1,0,1,3.0,0.41678469676527435,4.0,18163.0,4.0,0.5540170384333784,90,1,A
1,1,0,3.0,0.3643091059790368,4.0,15286.0,2.0,0.741521101444109,91,1,A
1,1,1,1.0,0.3988161022384818,4.0,42656.0,5.0,0.8590492868121786,93,1,A
1,1,0,2.0,0.283002180642296,1.0,33081.0,2.0,0.9393390427938564,94,1,A
1,0,1,2.0,0.5555979209047301,4.0,61327.0,5.0,0.5908149990663387,96,0,A
1,1,1,2.0,0.4017577992575157,4.0,59197.0,1.0,0.8606283253112211,97,1,A
1,1,1,2.0,0.3478793182070916,4.0,44768.0,3.0,0.6137851114597053,98,1,A
1,1,0,1.0,0.2487093546859482,1.0,58630.0,4.0,0.9522815571634579,99,0,A
1,0,0,1.0,0.3822923969895578,3.0,52056.0,3.0,0.5850260083529071,101,0,A
1,1,1,2.0,0.3194537197002798,0.0,95904.0,4.0,0.9513792845215855,104,1,A
1,1,1,2.0,0.2721396360945064,4.0,33995.0,3.0,0.7636669492803463,105,0,A
1,1,1,2.0,0.6465713979699784,3.0,10611.0,1.0,0.8614025296013756,107,1,A
1,1,0,2.0,0.4000435957535764,3.0,12506.0,2.0,0.8446522466343432,108,1,A
1,1,1,1.0,0.35666123827657903,1.0,10358.0,1.0,0.8382175148131275,110,1,A
1,0,0,1.0,0.29404796529870386,2.0,67372.0,5.0,0.5491737689950458,111,0,A
1,0,0,3.0,0.38632947361588815,1.0,73167.0,3.0,1.0,112,1,A
1,0,1,1.0,0.3573986472512753,3.0,68598.0,3.0,0.9121668711480214,113,1,A
